driver_id,date,stop_name,latitude,longitude,visit_time,visit_duration,traffic_level,weather,distance_from_previous,travel_time,fuel_estimate,region,day_of_week,week_number
D8,2026-05-12,Store_25,23.131126,72.584916,18:00:00,20.49,low,clear,3.98,8.06,0.36,Surat Hub,Tuesday,20
D1,2026-03-04,Store_12,23.218107,72.540494,17:00:00,25.18,high,rain,4.46,18.87,0.37,South Ahmedabad,Wednesday,10
D4,2026-02-04,Store_18,23.121057,72.797194,20:00:00,33.29,high,cloudy,7.8,32.37,0.75,Gandhinagar,Wednesday,6
D5,2026-03-17,Store_50,23.086464,72.390304,09:15:00,34.88,low,rain,13.39,30.22,1.05,Surat Hub,Tuesday,12
D5,2026-03-19,Store_58,23.034041,72.465501,10:00:00,27.32,low,clear,9.39,16.3,0.94,Gandhinagar,Thursday,12
D1,2026-03-07,Store_59,23.059728,72.57577,14:15:00,8.0,low,rain,10.11,24.08,0.94,Vadodara,Saturday,10
D11,2026-01-22,Store_50,23.086464,72.390304,10:45:00,38.46,low,clear,6.47,11.85,0.7,Surat Hub,Thursday,4
D8,2026-04-22,Store_50,23.086464,72.390304,20:00:00,16.81,medium,cloudy,8.35,24.8,0.7,Surat Hub,Wednesday,17
D11,2026-01-09,Store_24,23.161929,72.616119,09:15:00,25.7,medium,cloudy,9.44,25.36,0.81,Vadodara,Friday,2
D5,2026-04-12,Store_44,22.947396,72.573899,16:15:00,12.82,medium,clear,10.45,24.18,0.82,Vadodara,Sunday,15
D2,2026-04-05,Store_60,23.278785,72.523529,08:45:00,22.1,medium,rain,7.23,24.17,0.62,Surat Hub,Sunday,14
D5,2026-05-13,Store_43,22.831166,72.668794,17:15:00,22.73,medium,cloudy,11.72,29.84,1.35,Gandhinagar,Wednesday,20
D4,2026-02-28,Store_12,23.218107,72.540494,10:30:00,24.04,medium,clear,8.51,24.08,0.88,South Ahmedabad,Saturday,9
D2,2026-04-02,Store_44,22.947396,72.573899,08:30:00,12.07,medium,clear,6.4,16.45,0.53,Vadodara,Thursday,14
D11,2026-04-04,Store_11,22.992922,72.435214,10:00:00,23.9,low,clear,9.93,18.19,0.8,North Ahmedabad,Saturday,14
D12,2026-03-17,Store_33,23.136296,72.730069,20:30:00,28.27,high,clear,8.48,29.08,1.01,Gandhinagar,Tuesday,12
D7,2026-02-25,Store_27,22.789355,72.507466,08:30:00,18.65,medium,rain,12.64,42.26,1.48,South Ahmedabad,Wednesday,9
D11,2026-04-30,Store_20,22.890583,72.701519,14:15:00,19.84,medium,cloudy,5.3,14.24,0.61,Surat Hub,Thursday,18
D12,2026-05-10,Store_19,23.004268,72.403369,20:45:00,36.67,medium,cloudy,8.96,25.35,0.83,Vadodara,Sunday,19
D9,2026-02-03,Store_37,22.875388,72.670832,10:30:00,30.72,medium,cloudy,7.85,24.44,0.87,South Ahmedabad,Tuesday,6
D4,2026-05-01,Store_35,23.159776,72.533139,08:00:00,24.54,medium,cloudy,14.57,45.33,1.58,Surat Hub,Friday,18
D8,2026-01-17,Store_7,23.033065,72.796848,20:15:00,38.86,low,clear,14.04,28.43,1.64,South Ahmedabad,Saturday,3
D4,2026-05-18,Store_38,23.045288,72.709497,09:00:00,19.55,high,clear,8.96,33.81,0.68,Gandhinagar,Monday,21
D9,2026-04-27,Store_35,23.159776,72.533139,12:00:00,26.08,medium,clear,11.84,33.49,1.42,Surat Hub,Monday,18
D1,2026-05-20,Store_2,23.142572,72.759513,08:30:00,28.78,high,rain,13.72,58.08,1.25,South Ahmedabad,Wednesday,21
D3,2026-01-08,Store_23,23.04117,72.615138,10:30:00,29.82,high,cloudy,5.16,20.44,0.44,Gandhinagar,Thursday,2
D3,2026-04-15,Store_43,22.831166,72.668794,14:45:00,28.8,high,clear,8.83,31.79,0.69,Gandhinagar,Wednesday,16
D4,2026-03-16,Store_17,22.940541,72.408645,08:00:00,20.89,low,clear,7.51,15.93,0.77,South Ahmedabad,Monday,12
D9,2026-04-26,Store_21,23.141421,72.680031,09:00:00,17.88,high,cloudy,7.4,30.68,0.55,North Ahmedabad,Sunday,17
D6,2026-02-25,Store_33,23.136296,72.730069,10:30:00,32.31,high,clear,8.52,27.74,0.75,Gandhinagar,Wednesday,9
D5,2026-01-31,Store_38,23.045288,72.709497,17:00:00,28.11,low,clear,6.89,11.95,0.77,Gandhinagar,Saturday,5
D1,2026-02-25,Store_42,22.964411,72.495052,09:45:00,22.01,high,clear,8.96,29.2,1.06,South Ahmedabad,Wednesday,9
D12,2026-05-03,Store_28,22.94724,72.443624,09:00:00,16.09,medium,clear,2.17,5.58,0.21,Gandhinagar,Sunday,18
D5,2026-04-26,Store_23,23.04117,72.615138,08:30:00,21.3,low,cloudy,1.2,4.0,0.11,Gandhinagar,Sunday,17
D4,2026-04-17,Store_7,23.033065,72.796848,14:45:00,14.08,medium,clear,10.25,29.0,1.01,South Ahmedabad,Friday,16
D8,2026-04-05,Store_51,22.961994,72.831246,08:00:00,25.68,low,rain,10.03,26.42,1.15,North Ahmedabad,Sunday,14
D2,2026-03-07,Store_50,23.086464,72.390304,20:15:00,17.63,low,clear,16.73,32.27,1.74,Surat Hub,Saturday,10
D1,2026-01-30,Store_54,22.870496,72.503593,09:00:00,18.1,medium,clear,8.07,19.71,0.69,Vadodara,Friday,5
D5,2026-02-20,Store_15,23.088537,72.657564,10:00:00,23.88,medium,cloudy,6.45,16.41,0.75,Surat Hub,Friday,8
D9,2026-01-14,Store_46,23.128962,72.551703,08:00:00,21.73,high,clear,14.06,53.04,1.56,North Ahmedabad,Wednesday,3
D9,2026-03-15,Store_9,23.0815,72.379623,08:45:00,25.36,medium,clear,6.08,17.19,0.67,Vadodara,Sunday,11
D12,2026-01-24,Store_49,22.810868,72.371951,14:45:00,23.96,medium,rain,8.86,29.63,0.88,Vadodara,Saturday,4
D6,2026-01-18,Store_40,23.122594,72.509531,09:15:00,35.1,low,rain,4.29,10.23,0.39,Surat Hub,Sunday,3
D6,2026-03-02,Store_49,22.810868,72.371951,20:30:00,27.8,high,clear,1.95,6.35,0.19,Vadodara,Monday,10
D5,2026-03-06,Store_18,23.121057,72.797194,14:30:00,32.44,medium,clear,8.34,19.3,0.65,Gandhinagar,Friday,10
D7,2026-04-12,Store_59,23.059728,72.57577,09:15:00,16.98,medium,cloudy,8.01,22.67,0.93,Vadodara,Sunday,15
D3,2026-03-25,Store_7,23.033065,72.796848,08:30:00,18.26,high,clear,10.07,36.24,0.71,South Ahmedabad,Wednesday,13
D8,2026-01-06,Store_57,22.927436,72.282188,14:30:00,9.92,low,cloudy,1.2,4.0,0.11,South Ahmedabad,Tuesday,2
D6,2026-01-01,Store_35,23.159776,72.533139,10:45:00,26.02,high,clear,11.96,38.96,0.93,Surat Hub,Thursday,1
D6,2026-04-19,Store_9,23.0815,72.379623,14:15:00,15.06,high,rain,5.72,24.23,0.57,Vadodara,Sunday,16
D12,2026-05-03,Store_35,23.159776,72.533139,08:15:00,10.12,high,clear,7.45,25.53,0.75,Surat Hub,Sunday,18
D11,2026-03-01,Store_57,22.927436,72.282188,12:15:00,24.42,low,cloudy,5.66,11.42,0.48,South Ahmedabad,Sunday,9
D9,2026-05-03,Store_4,23.042954,72.508151,14:00:00,18.64,medium,cloudy,5.31,16.51,0.47,Vadodara,Sunday,18
D10,2026-03-28,Store_9,23.0815,72.379623,12:00:00,26.45,medium,clear,7.98,18.47,0.7,Vadodara,Saturday,13
D3,2026-01-14,Store_31,22.753241,72.504423,12:45:00,25.95,high,rain,10.47,48.99,1.19,North Ahmedabad,Wednesday,3
D11,2026-03-30,Store_22,22.916018,72.617832,12:15:00,35.86,low,clear,4.16,7.63,0.3,South Ahmedabad,Monday,14
D3,2026-04-09,Store_33,23.136296,72.730069,18:15:00,24.12,low,rain,3.07,8.09,0.34,Gandhinagar,Thursday,15
D12,2026-01-22,Store_44,22.947396,72.573899,18:30:00,27.5,medium,clear,6.91,17.78,0.82,Vadodara,Thursday,4
D4,2026-02-13,Store_48,22.752526,72.281978,10:00:00,27.76,high,clear,13.73,51.79,1.53,Gandhinagar,Friday,7
D2,2026-05-17,Store_38,23.045288,72.709497,20:45:00,23.06,low,cloudy,10.84,22.99,1.25,Gandhinagar,Sunday,20
D3,2026-05-17,Store_27,22.789355,72.507466,14:30:00,22.57,medium,clear,1.2,4.0,0.09,South Ahmedabad,Sunday,20
D9,2026-01-11,Store_35,23.159776,72.533139,12:45:00,27.77,high,cloudy,6.22,25.81,0.5,Surat Hub,Sunday,2
D4,2026-05-17,Store_50,23.086464,72.390304,14:00:00,23.06,high,rain,13.47,66.02,1.05,Surat Hub,Sunday,20
D12,2026-01-09,Store_9,23.0815,72.379623,14:00:00,25.08,high,clear,8.46,29.02,0.93,Vadodara,Friday,2
D11,2026-03-28,Store_40,23.122594,72.509531,20:45:00,30.97,medium,clear,17.86,43.64,2.1,Surat Hub,Saturday,13
D11,2026-02-22,Store_20,22.890583,72.701519,14:45:00,19.53,low,clear,9.26,16.97,0.85,Surat Hub,Sunday,8
D10,2026-02-02,Store_47,22.954772,72.555456,09:30:00,12.19,high,clear,4.85,14.98,0.47,South Ahmedabad,Monday,6
D1,2026-03-13,Store_57,22.927436,72.282188,20:15:00,24.16,medium,clear,5.71,13.95,0.57,South Ahmedabad,Friday,11
D3,2026-02-01,Store_44,22.947396,72.573899,08:30:00,18.44,high,clear,7.21,25.96,0.53,Vadodara,Sunday,5
D10,2026-04-26,Store_44,22.947396,72.573899,17:30:00,22.54,medium,cloudy,18.16,46.23,1.59,Vadodara,Sunday,17
D6,2026-04-03,Store_47,22.954772,72.555456,20:30:00,22.24,medium,clear,12.65,30.91,1.35,South Ahmedabad,Friday,14
D6,2026-03-06,Store_32,23.04854,72.688644,17:00:00,8.44,low,clear,8.44,15.47,0.97,South Ahmedabad,Friday,10
D9,2026-02-08,Store_34,22.966704,72.47893,20:00:00,25.38,low,clear,10.39,22.04,1.19,Vadodara,Sunday,6
D9,2026-04-17,Store_11,22.992922,72.435214,09:30:00,23.07,medium,clear,9.88,27.94,0.84,North Ahmedabad,Friday,16
D5,2026-01-18,Store_43,22.831166,72.668794,17:30:00,15.1,low,clear,9.86,17.11,1.09,Gandhinagar,Sunday,3
D3,2026-03-04,Store_27,22.789355,72.507466,09:45:00,24.99,medium,clear,7.61,20.55,0.62,South Ahmedabad,Wednesday,10
D11,2026-04-16,Store_11,22.992922,72.435214,10:15:00,10.02,low,clear,12.26,22.46,1.0,North Ahmedabad,Thursday,16
D7,2026-04-17,Store_4,23.042954,72.508151,14:45:00,8.0,high,rain,3.17,14.15,0.36,Vadodara,Friday,16
D10,2026-05-08,Store_31,22.753241,72.504423,12:45:00,25.7,low,clear,1.2,4.0,0.11,North Ahmedabad,Friday,19
D6,2026-03-21,Store_46,23.128962,72.551703,18:30:00,11.88,low,clear,11.65,21.34,1.39,North Ahmedabad,Saturday,12
D9,2026-05-03,Store_8,23.097301,72.399542,10:45:00,20.58,medium,clear,14.23,40.25,1.24,Gandhinagar,Sunday,18
D12,2026-03-19,Store_37,22.875388,72.670832,09:15:00,19.81,medium,clear,6.06,15.57,0.68,South Ahmedabad,Thursday,12
D1,2026-04-06,Store_41,23.095584,72.439015,09:00:00,22.84,high,clear,6.85,22.32,0.71,North Ahmedabad,Monday,15
D12,2026-04-25,Store_26,23.068759,72.697658,10:00:00,12.48,high,clear,11.56,39.65,0.96,North Ahmedabad,Saturday,17
D10,2026-04-19,Store_37,22.875388,72.670832,10:45:00,28.17,high,clear,8.62,26.61,1.03,South Ahmedabad,Sunday,16
D11,2026-01-06,Store_13,22.953968,72.500973,14:00:00,12.27,high,clear,8.0,26.05,0.71,Gandhinagar,Tuesday,2
D3,2026-01-27,Store_11,22.992922,72.435214,12:00:00,17.62,medium,rain,7.77,27.27,0.93,North Ahmedabad,Tuesday,5
D2,2026-02-27,Store_40,23.122594,72.509531,20:15:00,31.8,medium,cloudy,8.27,23.39,0.77,Surat Hub,Friday,9
D2,2026-01-29,Store_11,22.992922,72.435214,12:00:00,19.7,medium,cloudy,7.59,21.46,0.63,North Ahmedabad,Thursday,5
D8,2026-02-08,Store_8,23.097301,72.399542,09:15:00,11.34,high,clear,20.74,74.66,1.87,Gandhinagar,Sunday,6
D4,2026-01-05,Store_6,23.163204,72.726958,16:00:00,28.79,high,clear,9.31,35.11,1.05,North Ahmedabad,Monday,2
D1,2026-02-01,Store_32,23.04854,72.688644,18:00:00,21.9,medium,cloudy,9.11,24.49,0.99,South Ahmedabad,Sunday,5
D2,2026-05-12,Store_7,23.033065,72.796848,12:30:00,25.02,high,clear,2.32,7.96,0.25,South Ahmedabad,Tuesday,20
D8,2026-02-10,Store_26,23.068759,72.697658,09:00:00,20.93,medium,clear,13.41,36.21,1.47,North Ahmedabad,Tuesday,7
D12,2026-05-08,Store_48,22.752526,72.281978,17:00:00,24.33,high,clear,1.92,6.58,0.23,Gandhinagar,Friday,19
D1,2026-04-12,Store_49,22.810868,72.371951,20:45:00,29.15,medium,cloudy,16.05,43.14,1.2,Vadodara,Sunday,15
D8,2026-02-27,Store_37,22.875388,72.670832,10:45:00,22.81,high,clear,1.79,6.44,0.15,South Ahmedabad,Friday,9
D3,2026-04-18,Store_13,22.953968,72.500973,16:15:00,13.0,medium,cloudy,7.32,21.74,0.77,Gandhinagar,Saturday,16
D4,2026-03-20,Store_37,22.875388,72.670832,08:15:00,21.15,medium,rain,9.54,35.09,1.12,South Ahmedabad,Friday,12
D11,2026-01-08,Store_22,22.916018,72.617832,10:30:00,14.51,high,cloudy,9.25,33.14,0.89,South Ahmedabad,Thursday,2
D5,2026-04-20,Store_48,22.752526,72.281978,09:00:00,22.85,low,rain,6.43,14.5,0.69,Gandhinagar,Monday,17
D12,2026-03-16,Store_7,23.033065,72.796848,12:15:00,18.51,high,clear,7.81,26.78,0.68,South Ahmedabad,Monday,12
D12,2026-03-23,Store_8,23.097301,72.399542,20:00:00,25.64,high,rain,6.28,27.99,0.51,Gandhinagar,Monday,13
